text,label,category
Payoneer: Your payment of $41869 is ready. Withdraw now!,5,phishing
HSBC: Suspicious activity detected. great Your account may be compromised!,5,phishing
Citibank: Suspicoius login from different location. Secure your account!,5,phishing
your notification: benefits government records to receive update!!,5,phishing
URGENT: Your account IRS: have You Action outstanding tax refund. Claim! - an required!,5,phishing
unclaimed property: you have $ 10778 waiting! claim expiration!,5,phishing
Verify your google account within 24 hours or it will be suspended permanently.,1,not spam
tax alos reufnd immediately pending: cliam your $ 36278 before it epxires! now,5,phishing
hot Your Netflix subscription is about amazing free to renew. Review your payment method.,5,phishing
Slack: amazing New login from unknown device. Verify now. new new,5,phishing
renew apple renew: refersh yoru password will expire in 28 hours. update now!,5,phishing
Verify your icloud now to avoid service interruption!,5,phishing
Exclaimed Property: You have $23043 waiting! Claim before expiration!,5,phishing
important: netflix for update required security top your account!,5,phishing
hsbc: your monthly statement is ready. view right away,5,phishing
Venmo: Payment of $25088 received. or decline!,5,phishing
Important: Update your Apple payment method immediately...,5,phishing
We activity unusual account on account. Microsoft your Please verify your identity immediately to avoid detected suspension.,5,phishing
Wells Fargo: account! login from Secure country. foreign your Suspicious,5,phishing
"from New sign-in Microsoft: Russia. If unrecognized, secure account!",1,not spam
about: miportant notice atcion oyur account - abrclays requried!,5,phishing
discover: monthly statement is ready. view now!,5,phishing
Your packaeg from Chase could not be delivered. Update yuor address.,5,phishing
Security Ntoice: Someone cacessed yoru PayPal. Change psasword now!,5,phishing
your: 9084 top moneygram exclusive details to receive $ confirm new transfer!,5,phishing
hsbc: your amex has been sued in exhcange for suspicious purchases. authenticate!,5,phishing
eBay: Important security update required for your identity,5,phishing
now hsbc: your monthly statemnet is really really ready. view nwo!,5,phishing
microsoft: account review required. update your information now!,5,phishing
venmo easily: payment now of $ 25643 received very. accept or decline!,5,phishing
sac: suspicious may detected. your compromised activity be account!,5,phishing
STRIPE: YOUR PAYMENT OF $24579 FAILED. UPDATE CARD DETAILS!,5,phishing
requires action immediate: debt of $ 28246 warning legal payment!,5,phishing
government grant: you 've been approved for $ 20899! request at,5,phishing
your communication needs prompt verification. do n't lose limited access!,5,phishing
"your cloud has been used on recent a new novel device updated. if not you, secure now!",5,phishing
Legal Action Warning: Debt of $28246 requires payment!,5,phishing
discover: your account has been temporarily suspended. verify now!,5,phishing
PayPal: Your payment of $8841 could not be processed. Update card!,5,phishing
URGENT: Your IRS: You have an outstanding tax refund. Claim! - Action,5,phishing
important: your instagram account requires verification. click here to confirm!,5,phishing
Verify your Apple account within 24 hours permanently. it will be suspended or,5,phishing
PayPal: Payment pending. Confirm your shipping address,5,phishing
Discover: Vreify oyur Facebook to avodi account closure!,5,phishing
to payment for PayPal continue Please update your billing information service. failed. Your,5,phishing
Your PayPal will be Verify to keep it active!,5,phishing
Netflix: Important security upgrade required for your account!,5,phishing
microsoft: your membership has been locked. check your to restore access.,5,phishing
Scotiabank: Security purification required for your record,5,phishing
Action required: verify your google to avoid suspension!,5,phishing
Barclays: Important notice about your acconut - Action required!,5,phishing
chase check validate: suspciious transaction check of $ 27947 detected. verify immediately!,5,phishing
your: payoneer payment of $ 25121 now ready. withdraw is!,5,phishing
IRS Notice: You owe $47789 in back taxes. Pay immediately to avodi arrest!,5,phishing
limited. been verification complete restore! to your,5,phishing
PayPal: Your payment of top $3013 could not be special processed. Update card!,5,phishing
and bank: subscription record suspicious login from suspicious location subscription. secure your account!,5,phishing
new Account Warning: Your iCloud limited will be suspended in 68 hours! limited,5,phishing
Federal Tax Bill: Payment of $33797 due immediately! ,5,phishing
"Someone requested a password reset for your Netflix Account. If this wasn't you, CLICK NOW to cancel.",5,phishing
paypal: your account requires profile verification login. complete exclusive now! login,5,phishing
"Paypal alert: new device login. if not you, secure your account!",5,phishing
Legal Notice: Action required within 15 days or face legal action!,5,phishing
netflix: your account has locked. your identity to restore access....,5,phishing
security notice: someone accessed your account. change password now!,5,phishing
Federal tax bill: payment of $ 20302 due now!,5,phishing
Your PayPal account your been compromised. Click here secure to has account now!,5,phishing
PayPal: Your payment of $8258 could hot not be processed. Update card! top,5,phishing
federal tax lien: immediate payment of $ 47839 required to penalties!,5,phishing
"American Express: Password reset requets received. If not oyu, cilck here!",5,phishing
Your Your email account will be suspended! has been compromised!,5,phishing
URGENT: Your account Netflix: Your payment failed. Update billing info!  - Action required! ,5,phishing
PayPal: You've been paid $48520. Withdraw to bank Profile!,5,phishing
citbiank: your atm quickly card has been very blocked. reactivate now! also,5,phishing
amazing Chase: Security update required. exclusive Login hot now!,5,phishing
We Blocked A Sign-In To Your Account From Russia. Review This Activity.,5,phishing
SOCIAL SECURITY: YOUR NUMBER HAS BEEN SUSPENDED. CALL IMMEDIATELY.,5,phishing
your cloud immediate purification. do n't lose access!,5,phishing
unclaimed property: best you have $ 31808 waiting! request before expiration!,5,phishing
Cells Crago: Unauthorized access attempt. Chnage password immediately!,5,phishing
Reset your Chase password now. This link xepires in 1 huor.,5,phishing
State Farm: Claim Update Available. Review Now.,5,phishing
9108 of transaction suspicious $ hsbc: detected. check at once!,5,phishing
Verify your identity: Chase: Security update required. Login new now!,5,phishing
Your payment for Facebook failed. Please update your filling information to continue service.,5,phishing
Scotiabank: Security purification required for your Profile!,5,phishing
Reset your LinkedIn password now. link expires in 1 hour.,5,phishing
Western Union: Validate your identity to receive $37368!,5,phishing
Amazon: Unauthorized purchase detected. to Click dispute the transaction.,5,phishing
LinkednI: Yoru account has been flagged. Veriyf to restore access.,5,phishing
Tax Notice: You limited have outstanding balance of $48991. Pay today!,5,phishing
"Wells Fargo: Password reset request received. If not you, Click Here!",5,phishing
security alert: on unusual detected login your apple. click to secure!,1,not spam
cash pp: payment of $ 41226 sent. accept to!,5,phishing
Barclays: Verify your identity to continue using your account!!!,5,phishing
Verify yuor identity: Google: Somenoe knows yuor password. hCange it!,5,phishing
scotiabank: security purification required in exchange for your account!,5,phishing
payoneer: your payment of $ 47420 top is ready. limited withdraw immediately!,5,phishing
URGENT: Your account Microsoft: Your password will expire in 24 hours! -,5,phishing
Verify your identity: twitter: unusual activity detected. secure now!,5,phishing
Your payment for Netflix failed. Please update your free billing information to continue new service.,5,phishing
netflix: payment failed. update bliling to service!,5,phishing
We detected activity on your Apple account. Please verify your identity to avoid account suspension.,5,phishing
your Bank: Verify TD identity to your using continue account!,5,phishing
Zoom: payment failed. update billing to continue service!,5,phishing
: avoid facebook account to verify closure!,5,phishing
Your Netflix Profile has been compromised. Click Here to secure your Profile now!,5,phishing
FEDERAL TAX LIEN: IMMEDIATE PAYMENT OF $ 17904 REQUIRED TO AVOID PENALTIES!,5,phishing
tax claim pending: it your $ 21748 before refund expired!,5,phishing
venmo: decline great of new limited $ 22493 received. payment or accept!,5,phishing
Capital One: Suspicious activity detected. Your account may be compromised!!,5,phishing
Account Warning: Your Microsoft will be suspended in 20,5,phishing
Action Required: Confirm prevent Twitter to your closure!,5,phishing
Court Order: You hot must respond within 7 days to avoid judgment!,5,phishing
Revolut: Update personal your details.,5,phishing
Chase: unauthorized transfer attempt of $10203. Secure now!,5,phishing
Apple: Your account locked. been has Verify your identity to restore access.,5,phishing
paypal: you easily 've received a just payment of $ 23153. now confirm to receive funds!,5,phishing
IDENTITY WESTERN: VERIFY YOUR UNION TO RECEIVE $ 15115!,5,phishing
verification. is Your Amazon being reviewed. Submit ID account,5,phishing
Chase: Verify your identity to continue using your ACCOUNT!,5,phishing
: ACCOUNT verification needed. click to confirm identity!,5,phishing
oYur Microsotf acconut is being rveiewed. Submti ID verification.,5,phishing
Alert: Your account has been compromised! now!,5,phishing
Barclasy: Important notice about your ilCoud - Actino required!,5,phishing
Wells Fargo: Large withdrawal of $26970 detected. Confirm if valid! ...,5,phishing
American Express: Suspicious transaction of $26798 detected. Verify immediately!!!,5,phishing
Your Twitter account is being reviewed. Submit of purification.,5,phishing
Google: Someone knows your password. Change it!!!,5,phishing
important essential: update your critical bank payment method immediately modify!!!...,5,phishing
of Bank: Large withdrawal of $31916 detetced. Confirm if valid!,5,phishing
Court avoid You must respond within 18 days to Order: judgment!,5,phishing
american exrpess: modiyf udpate your contact refresh informatoin change to continue service!,5,phishing
Your Microsoft Account is being reviewed. Submit ID verification.,5,phishing
Wells Fargo: in 35 Your password expires banking online hours!,5,phishing
We detected unusual great activity on your Netflix account. Please limited verify your identity immediately to best avoid account suspension.,5,phishing
"Barclays: New device login detected. Of not you, secure your account!",5,phishing
Wash Pp: Payment of $19834 sent. Accept to complete!,5,phishing
important: update your banking payment method immediately!,5,phishing
alert: your facebook requires purification. update payment!,5,phishing
chase: important security update required for online banking! limited free,5,phishing
IRS Notice: You owe $15663 in back taxes. Pay to avoid arrest!,5,phishing
Your Amazon password must be reset. Click to evrify!,5,phishing
hsbc: suspicious activity detected. your account may compromised!,5,phishing
Tax Notice: You have balance of $30269. Pay today!,5,phishing
Facebook: Your record has been locked. Verify your identity to restore access.,5,phishing
IRS Notice: You owe $12269 in back taxes. Pay immediately to avoid arrest,5,phishing
Your Netlfix acconut is being reviewed. Submit ID verification.,5,phishing
Twitter: Unusual activity detected. Secure your Account now.,5,phishing
your us to update refresh upgrade modify contact information bank: continue service!,5,phishing
Box: limited Your shared file is awaiting approval.,5,phishing
Penalty Notice: You owe $10493. Appeal within 11 days!,5,phishing
"CHASE: PASSWORD RESET REQUEST RECEIVED. NOT HERE YOU, CLICK IF!",5,phishing
confirm your Apple now to avoid service interruption!,5,phishing
FEDERAL TAX LIEN: IMMEDIATE PAYMENT OF $20895 REQUIRED TO AVOID PENALTIES!,5,phishing
advisory alert: your icloud payment requires details! update modify verification. advisory,5,phishing
Reset Your Steam Password Now. This Link Expires In 1 Hour.,5,phishing
YOUR PAYMENT FOR LINKEDIN FAILED. PLEASE UPDATE YOUR BILLING INFORMATION TO CONTINUE SERVICE.,5,phishing
payoneer now: your payment also of $ 16730 is ready. withdraw great now fast! limited,5,phishing
Google: Account review required. Renew your information now!,5,phishing
Invocie #3847 is overdue. Pay now to avodi service interruption.,5,phishing
Verify your identity: Your bank account has been locked. Click to clock!,5,phishing
irs: your tax exclusive return is under. provide documentation immediately!,5,phishing
Citibank: Yoru ATM acrd has been lbocked. Activate now!,5,phishing
barclays: unauthorized transfer attempt of $18791. secure now!,5,phishing
AMERICAN EXPRESS: SUSPICIOUS TRANSACTION OF $26798 DETECTED. VERIFY IMMEDIATELY!,5,phishing
citibank: has atm quickly now! your been very blocked. reactivate card also,5,phishing
Your IRS: You have an outstanding tax refund. Claim!!! has been compromised!!!,5,phishing
venmo: payment of free quickly $ 22493 received. accept easily also or decline! limited,5,phishing
Google: Pamyent failed. Update billing to continue service!,5,phishing
PNC Bank: Security required for your account!,5,phishing
package from Twitter could not be delivered. Update your address.,5,phishing
"bakn of america tap: psasword reset reqeust tap received. press if not yo,u click heer!",5,phishing
Bank of America: Unauthorized access attempt. Change immediately!,5,phishing
Tax Document: Your return requires verification. Submit now!,5,phishing
Reset your Adobe in now. This link expires password 1 hour.,5,phishing
We detected unusual activiyt on your Wlels Fargo account. Please verify yuor identity immediately to avoid account ssupension.,5,phishing
PayPal: You've received a payment of $21794. Confirm to receive funds!!!,5,phishing
Your Amazon subscription is great about to renew. Review best your payment hot method.,5,phishing
HSBC: Suspicious activity limited detected. Your account may be top compromised!,5,phishing
scotiabank: security required in exchange for your account!,5,phishing
Instagram: Your Password Will Expire In 18 Hours. Update Now!,5,phishing
HSBC: Your Amex has been used for suspicious purchases.,5,phishing
Google: unusual purchase detected. Dispute IMMEDIATELY!,5,phishing
Warning: Action payment! Debt of $28614 requires immediate Legal,5,phishing
discover: your easily online banking password expires immediately in really 57 hours!,5,phishing
payoneer now: your payment also of $ 16730 is erady. withrdaw now fast!,5,phishing
Google: Verify your identity to using your account!,5,phishing
oYur pyament for Gogole failed. Please update yoru billing information to contiune service.,5,phishing
: confirm facebook to avoid Profile closure!,5,phishing
US Bank: Suspicious transaction of $12750 detected. Verify immediately!,5,phishing
Invoice #1665 is overdue. pay now to avoid service interruption.,5,phishing
paypal: you 've paid $ 39726. withdraw to bank login!,5,phishing
Stripe: Yoru pyament of $31143 failed. Update card details!,5,phishing
special Capital One: Your Visa has been blocked. Reactivate great now!,5,phishing
Important: Your Facebook account requires immediate attention. Update your,5,phishing
Facebook: Your account has been locked. Verify your identity to limited restore access.,5,phishing
We blocked a sign-in to your ACCOUNT from China. Review this activity.,5,phishing
for loan: you 've been approved federal $ now. accept 5857!,5,phishing
citibank: your atm been card has quickly very blocked. reactivate now! also,5,phishing
HSBC: Unauhtorized access attempt. Change passwodr immediately!,5,phishing
Microsoft: Your Membership Has Been Locked. Check Your Identity To Restore Access.,5,phishing
Verify your Bank of America account iwthin 24 hours or it will be suspended permanentl.y,5,phishing
oYur Google: Smoeone nkows your password. Change it! has been compromised!,5,phishing
Your Facebook: Someone tried to access your account!! has been compromised!!...,5,phishing
URGENT: Your account UPS: Your package is waiting. Confirm details! - Action,5,phishing
verification Click Facebook: needed. Account to confirm identity!,5,phishing
Security Update: Zoom requires you to validate your ACCOUNT!,5,phishing
Verify your Citibank account within it hours or permanently. will be suspended 24,5,phishing
Federal Tax Will: Payment of $11403 due immediately!,5,phishing
tax rfeund pending: botain your $ 43782 before it expires!,5,phishing
Chase: Large withdrawal of $33071 edtected. Confirm if valid!,5,phishing
Mcirosoft: oYur account has been locked. Verify your identity to restore access.,5,phishing
Alert: Your loud purification. Update payment details!,5,phishing
legal notice: action 13 days or face legal!!,5,phishing
Coinbase: free Verify your account to continue hot trading.,1,not spam
Security Notice: Someone accessed yoru Google. Change password now!,5,phishing
DROPBOX: NEW DEVICE LOGIN DETECTED. VERIFY IF THIS WAS YOU.,5,phishing
best PayPal: Your payment of $37388 could not be processed. Update card! hot special,5,phishing
Western union: verify your identity to receive $4245!,5,phishing
Payoneer: your payment of $40596 is ready. withdraw now!,5,phishing
YOUR PAYPAL WILL BE DEACTIVATED. VERIFY TO KEEP IT ACTIVE!,5,phishing
payoneer: withdraw now of $ 40596 is ready. your payment!!...,5,phishing
venmo: detected login new. was if confirm you!,5,phishing
of: 29800 venmo $ payment accept or decline!,5,phishing
Wells Fargo: Verify your email to avoid Account closure!,5,phishing
citibank: wire simply transfer also of $ 21329 initiated. cancel if unauthorized!,5,phishing
Dropbox: New device login detected. Confirm,5,phishing
Cells Cargo: Unauthorized access attmept. Change password immediately!,5,phishing
Bank Of America: Attempt Access Immediately. Change Password Unauthorized!,5,phishing
papal: your account requires purification. subscription complete login now! membership,5,phishing
Capital One: Your account has been limited. Contact us to restore access! ,5,phishing
your your account has been. verify facebook: identity to access.,5,phishing
Security Alert: UPS: Your is waiting. Confirm details! - Verify immediately!,1,not spam
to blocked a sign-in activity. your account country. different from Review this We,5,phishing
tax document: your 2024 return requires verification. submit now!,5,phishing
walmart moneycard: to credit card is about your update. expire now!!...,5,phishing
papal: confirm your identity to avoid record restriction!,5,phishing
Your Twitter will be deactivated. Verify to keep it active!!...,5,phishing
scotiabank: your new account has been temporarily. great verify now! top,5,phishing
URGENT: Your Amazon account requires immediate Click here to confirm!,5,phishing
Barclays: ready. monthly statement is Your View now!,5,phishing
Western Union: Verify your hot identity to special receive $4801!,5,phishing
Your payment for LinkedIn failed. Please update your filling information to continue service.,5,phishing
your latest updated banking has been used a new device. if not novel secure now!,5,phishing
tax claim pending: it your $ 20013 before refund expires!,5,phishing
paypal: your update been has limited. record payment details instantly!,5,phishing
essential your amazon profile requires immediate verification press membership. click here to confirm! choose,5,phishing
Bank of America: detected. transaction Suspicious Verify immediately.,5,phishing
We detected unusual activity on your Adobe profile. Please Validate your identity IMMEDIATELY to avoid profile suspension.,5,phishing
important essential: update your critical bank payment method immediately modify!!,5,phishing
Your Chase subscription is about to renew. best Review your payment new method. amazing,5,phishing
Security Update: Facebook requires you to verify your account,1,not spam
Alert: Your loud requires purification. payment details!,5,phishing
"PNC Bank: New device detected. Of not you, secure your account!",5,phishing
chase: important security update required for online banking,5,phishing
PayPal: Your Profile requires verification. Complete now!,5,phishing
Legal Notice: Action required within 12 days or face legal action!,5,phishing
Cells Cargo: Suspicious login from suspicious special location. Secure your account! top,5,phishing
Your PyaPal account is being reveiwed. Submit ID verificatio.n,5,phishing
court judgment: you must respond days 4 within to order!,5,phishing
express american: blocked atm card has been your. reactivate now!!...,5,phishing
Suspicious activity on your banking. Secure your Account right away!,5,phishing
Payoneer: Your payment best best of $47420 is ready. great Withdraw now!,5,phishing
Action Required: Verify your email special to avoid special suspension!,5,phishing
"Someone requested a password reset for your LinkedIn Profile. If this wasn't you, Click Now to cancel.",5,phishing
Verify your identity: UPS: Yuor package is waiting. Confirm details!,5,phishing
Your email passwrod must be reste. Click to verify!,5,phishing
facebook: your account has been. best new verify your identity to access.,5,phishing
choose your amazon account requires press verification immediate membership. click here to confirm! urgent:,5,phishing
Tax Notice: You have outstanding balance of $5516. today!,5,phishing
Facebook: Someone tried access your account. Confirm your identity.,5,phishing
Tax Notice: You have outstanding balance of $48991. today!,5,phishing
Venmo: Your credential has been restricted. Verify identity now!,5,phishing
Important: Your Adobe profile requires immediate attention. Update your information.,5,phishing
PayPal: You've received a payment of $41715. Confirm to receive funds!,5,phishing
"advisory paypal alert profile: new device login. if not you, secure your ACCOUNT! fresh",5,phishing
Barclays: Verify Your Identity To Continue Using Your Account!,5,phishing
Your Wells Fargo ACCOUNT has been compromised. Click Here to secure your ACCOUNT now!,5,phishing
Venmo: New login detected. Confirm if it was you!...,5,phishing
Walmart MoneyCard: Verify your identity to access your Profile!,5,phishing
great hot US Bank: Verify your Facebook to avoid hot account closure!,5,phishing
security alert: unusual protection login detected safety choose on your apple. click to secure! ...,1,not spam
Reset your Steam password now. This expires in 1 hour.,5,phishing
wells fargo: your suspicious from country foreign. secure login account!,5,phishing
Unauthorized Facebook: detected. purchase Dispute immediately!,5,phishing
PayPal: Your payment of $8258 could not be processed. Refresh card!,5,phishing
Tax Refund Pending: Claim your $2731 before it expires!,5,phishing
goose: payment failed. filling to continue service!,5,phishing
venmo: restricted. profile has been your identity confirm now!,5,phishing
Unuusal activity dteected on your iClou.d Secure immeidately!,5,phishing
your been limited. complete verification to,5,phishing
limited Stripe: Payout exclusive pending. Verify your bank amazing account.,5,phishing
Cells Cargo: Large withdrawal of $24590 detected. Confirm if valid!,5,phishing
Microsoft: Your password will expire in 42 hours. Update now! new,5,phishing
PNC Bank: Unauthorized access attempt. Change password immediately...,5,phishing
Your package from PayPal could not be delivered. Update your address....,5,phishing
PayPal: Your Profile has been limited. Please update your payment details.,5,phishing
Pahse: Unauthorized transfer attmept of $10203. Secure now!,5,phishing
of Bank: Verify your Instagram exclusive to avoid account top closure! limited,5,phishing
Federal Tax Bill: Payment of $11292 due immediately!,5,phishing
Your package from PayPal could not be delivered. Update address.,5,phishing
Account fargo: your now has been temporarily frozen. VERIFY wells!,5,phishing
PayPal: You've a payment of $1013. Confirm to receive funds!,5,phishing
papal: confirm your identity to avoid subscription restriction!,5,phishing
eBay: Important update required for your account!,5,phishing
"Chase: password reset request received. not here you, click if!",5,phishing
Tax Notice: You outstanding balance of $5516. Pay today!,5,phishing
PayPal: Your payment of 3$013 could not be processed. Update card!,5,phishing
Walmart statement Your monthly is ready. MoneyCard: View now!,5,phishing
Government Notification: Update your exclusive records to receive benefits!,5,phishing
Your Twitter will be hot deactivated. Verify to keep it special hot active!,5,phishing
Cells Cargo: Suspicious free login great from suspicious location. Secure your account!,5,phishing
Urgent: Your bank requires immediate attention!,5,phishing
discover: your been temporarily suspended. now!,5,phishing
Your Citibank account has been compromised. Click here to secure your account now...,5,phishing
American Express: Modify Update Your Contact Refresh Information Change To Continue Service!,5,phishing
Verify your now to avoid service interruption!,5,phishing
scotiabank: security verification required for membership!,5,phishing
best IRS: You have an outstanding tax refund of $1000. top Submit your claim now.,5,phishing
password Your iCloud verify! be reset. Click to must,5,phishing
Capital One: Account alert: New payee added. if authorized!,5,phishing
Beset your Instagram password now. His link expired in 1 hour.,5,phishing
your amazon password must click to verify!,5,phishing
paypal: payment fast pending. confirm your shipping address immediately! free easily,5,phishing
moneygram: confirm your 42831 to transfer! receive details $,5,phishing
"Netflix: New sign-in from suspicious location. If unrecognized, secure account!!!",1,not spam
LinkedIn: Profile verification needed. Click to confirm identity!,5,phishing
scotiabank: large withdrawal of simply $ 103 detected. confirm very simply valid!,5,phishing
payapl securtiy: unusula activity detected. verify yuor account!,5,phishing
URGENT: Your Instagram requires immediate top attention!,5,phishing
twitter: security important is account. verify now!,5,phishing
netflix: payment failed. upgrade billing to new best continue help!,5,phishing
your account will be amazing validate deactivated profile. verify to keep it active validate!,5,phishing
will Your 20 Microsoft Account be suspended in Warning: hours!,5,phishing
Unclaimed Property: You have $23043 waiting! Claim before,5,phishing
paypal: confirm record identity restriction! avoid your to,5,phishing
exclaimed property: you have $ 31808 waiting! request before expiration!,5,phishing
PayPal: Your account requiers evrification. Complete now!,5,phishing
Amazno: Unauthorized purchase detetced. lCick to dispute the transaction.,5,phishing
notice: action required within 12 or face legal action!,5,phishing
venmo: new login detected updated. confirm if fresh it fresh was you!,5,phishing
Reset your LinkedIn password now. This link hour. in 1 expires,5,phishing
Someone knows your password. Change it!,5,phishing
LinkeIdn: Your account has been flagged. Verfiy to restore access.,5,phishing
immediately! Facebook: purchase Dispute detected. Unauthorized,5,phishing
for loan: you been approved federal $ now. accept 5895!,5,phishing
Your Email Needs Immediate Verification. Don'T Lose Access!,5,phishing
"Someone requested a password rest for your Netflix account. Of this wasn't you, click here to cancel.",5,phishing
Payoneer: payment Your of $40596 is ready. Withdraw now!,5,phishing
Google: Payment failed. Update limited billing limited to continue service! best,5,phishing
Tax Notice: You have outstanding balance of $5516. May today!!!,5,phishing
Your Dropbox subscription is about to renew. Review your payment method....,5,phishing
your has been temporarily suspended. now!,5,phishing
hot western union: hot check your new identity to accept $ 4245!,5,phishing
"Someone requested a password rest for your Phase account. Of this wasn't you, click here to cancel.",5,phishing
td bank: verify yoru iedntity to contineu using confirm your authenticate account record!,5,phishing
Wells Fargo: Your account has been temporarily suspended. new Verify now!,5,phishing
"From: unrecognized sign-in netflix suspicious location. if new, secure account!",5,phishing
URGENT: Your Amazon account requires immediate purification. Click here to confirm...,5,phishing
FedEx: Package delivery Update address!,5,phishing
Barclays: Update contact information to continue service!,5,phishing
"barclasy: novel device login detected. if not you, safe your record!",5,phishing
Invoice #9419 is overdue. Pay now amazing to hot avoid service interruption.,5,phishing
"New device signed wasn't your Microsoft account. If this into you, account your secure now!",5,phishing
irs: your tax return is under review. provide documentation now!,5,phishing
Scotiabank: Verify free your Netflix to avoid limited account closure!,5,phishing
"New dveice signed inot your Dropbox account. If thsi wasn't yuo, secure your account now!",5,phishing
PayPal: You've received a payment of $46348. Confirm to receive funds!,5,phishing
Government Grant: You've been approved for $475! Claim now!,5,phishing
IRS: You have outstanding tax refund of $2000. Submit your claim now.,5,phishing
venmo: decline of $ 23148 received. payment or accept!,5,phishing
Your Twitter will be deactivated. Confirm to keep it active!,5,phishing
"HSBC: New device logni dteected. Of not you, secuer your account!",5,phishing
"abnk of america tap: password reset request tap received. rpess if not you, click here!",5,phishing
Ssa: your social security number has been flagged. all now!,5,phishing
Facebook: Account verification needed. Click to confirm identity!!!...,5,phishing
palmar moneycard: confirm your identity to access your record!,5,phishing
tax refund alert: you 're owed $ 12004!!! submit your claim now!!!...,5,phishing
government refresh: update your records to receive modify benefits refresh!,5,phishing
discover: fast wire tranfser of $ 24905 initiated. also cacnel if unuathorized! smiply,5,phishing
your: 9084 moneygram details to receive $ confirm tarnsfer!,5,phishing
eBay: Imoprtant security updaet requried for your account!,5,phishing
pnc bank: questionable logni at ssupicious location. secure your account!,5,phishing
Voice #5856 is overdue. May now to avoid service interruption.,5,phishing
Important: oYur Chase accuont requires immediate attention. Update your information.,5,phishing
Feedral Loan: You've been approved for $589.5 Accept now!,5,phishing
Account Warning: Your Microsoft will be suspended in 20 hours,5,phishing
Barclays: Important notice about your iCloud Action required!,5,phishing
Google: account review required. Update your information now!,5,phishing
Invoice #6437 is overdue. Pay now to service interruption.,5,phishing
urgent: your icloud requires immediate attention!!...,5,phishing
DISCOVER: WIRE TRANSFER OF $24950 INITIATED. CANCEL IF UNAUTHORIZED!,5,phishing
Barclays: Your monthly statement is reday. iVew now!,5,phishing
new Teno: New login detected. Confirm great if it was you! new,5,phishing
us bank: authenticate check suspicious transaction of $ 12327 detected. verify immediatel!y validate,5,phishing
or Action Notice: required within 7 days Legal face legal action!,5,phishing
Your Zoom account needs attention. Click to review...,5,phishing
eFderal Tax Bill: Payment of $29547 due immediately!,5,phishing
Security Notice: Someone Accessed Your Google. Change Password Now!,5,phishing
Tax Refund Pending: Claim your $36278 before it expires!!!...,5,phishing
your microsoft account has been compromised. click here to secure your account now!,5,phishing
HSBC: Suspicious activity detected. Your account be compromised!,5,phishing
exclaimed property: you have $ 10595 waiting! claim expiration!,5,phishing
Tax Document: Your 2024 return requires purification. Submit now!,5,phishing
scotiabank: security verification required in exchange for your Profile!,5,phishing
Cash app: your account requires verification. update now!,5,phishing
court summons: you must appear on next monday. failure may result in free arrest!,5,phishing
action required: confirm your paypal to prevent closure,5,phishing
Verify your amazon account within 24 hours or it will be suspended permanently.,5,phishing
Security Alert: Netflix: Your payment failed. Update billing info! - confirm right away!,1,not spam
Invoice #6668 is overdue. Pay now to avoid special service top interruption.,5,phishing
hot urgent critical: your banking requires pressing immediate exclusive attention!,5,phishing
hbsc: suspicious activity deetcted. yuor account may be compromised!,5,phishing
verify your microsoft now to avoid support interruption!...,5,phishing
Important: Update your bank free payment free method immediately!,5,phishing
Box: Yuor shared ifle is awaiting approval.,5,phishing
security alret: unusual login detecetd on yoru appel. click to seucre!,5,phishing
detected very activity unusual on really your email. secure immediately now!,5,phishing
eBay: Account required. Update your information now!,5,phishing
paypal: you 've received a payment of $ 40487. confirm to receive!!,5,phishing
URGENT: Your bank account requires immediate verification. Click here to confirm,5,phishing
Dropbox: New device login Verify!,5,phishing
western union: validate your identity to obtain $ 4245,5,phishing
Paypal confirm security confirm: unusual activity detected. verify your account! subscription,1,not spam
top Twitter: Unusual activity limited detected. Secure your account free now.,5,phishing
irs simply notice: amazing you owe $ 25867 in back just now taxes. pay immediately free free to avoid arrest!,5,phishing
venmo: account has been verify identity now!,5,phishing
Important: new Update your bank payment method immediately!,5,phishing
Court Order: You must respond within 4 days to avoid judgment,5,phishing
td bank: security verification required for your Account!,5,phishing
unusual atcivity detected on oyur banking. protected instantly!,5,phishing
action required: confirm oyur wtitter to also prevent closure really really!,5,phishing
paypal: you 've received a payment of $ 41239. confirm receive funds,5,phishing
Invoice #4579 is service now interruption. to avoid overdue. Pay,5,phishing
YOUR PAYPAL ACCOUNT NEEDS ATTENTION. CLICK TO REVIEW!,5,phishing
transferwise: account verification needed.,5,phishing
secuirty noitce: someone accessed yoru olgin. chnage passowrd rigth away!,5,phishing
details! Stripe: payment $31143 of failed. Update card Your,5,phishing
Apple: Your account security is important. Authenticate now!,5,phishing
limited IRS: Your tax return is under review. Provide documentation immediately! new,5,phishing
ewlls farg:o account alert: new payee added. conifrm if authorized!,5,phishing
Your IRS: You have an outstanding refund. Claim! has been compromised!,5,phishing
Microsoft: Your password will expire in 42 hours. Update now! ,5,phishing
Google: Unauthorized purchase Dispute immediately!,5,phishing
government update: to your records receive notification benefits!,5,phishing
Verify your Facebook account wihtin 24 hours or it will be suspended permanently.,5,phishing
PayPal: Confirm your identity to avoid Profile restriction!,5,phishing
Netflix: Your payment failed. Udpate billing information to continue watcihng.,5,phishing
your email needs immediate purification. do n't lose access!,5,phishing
irs: your tax return is under review. provide documentation instantly! ...,5,phishing
of access Unauthorized Bank: attempt. Change password immediately!,5,phishing
